widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
13,Democratic,10.0,4.0,2.0,NNP,xcomp,2.0,2.0,2.0,2.0,-1.0,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
14,by,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
15,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
16,decisive,7.0,3.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
17,majority,8.0,4.0,1.0,NN,nmod:by,1.0,1.0,1.0,1.0,0.0,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
18,.,,,,.,,,,,,,2,"It began two years ago , when the House of Representatives became Democratic by a decisive majority .",3,3
1,It,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,4.0,4.0,-3.0,3,It has now been completed .,2,2
2,has,3.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,3,It has now been completed .,2,2
3,now,2.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,3,It has now been completed .,2,2
4,been,3.0,1.0,1.0,VBN,auxpass,3.0,3.0,2.0,3.0,-1.75,3,It has now been completed .,2,2
5,completed,9.0,3.0,1.0,VBN,root,1.0,1.0,1.0,1.0,0.0,3,It has now been completed .,2,2
6,.,,,,.,,,,,,,3,It has now been completed .,2,2
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,4,The Senate about to assemble will also be Democratic .,2,2
2,Senate,5.0,2.0,1.0,NNP,nsubj,4.0,4.0,4.0,4.0,-3.0,4,The Senate about to assemble will also be Democratic .,2,2
3,about,4.0,2.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,4,The Senate about to assemble will also be Democratic .,2,2
4,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,4,The Senate about to assemble will also be Democratic .,2,2
5,assemble,7.0,3.0,1.0,VB,acl,2.0,2.0,2.0,2.0,-1.0,4,The Senate about to assemble will also be Democratic .,2,2
6,will,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,4,The Senate about to assemble will also be Democratic .,2,2
7,also,4.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,4,The Senate about to assemble will also be Democratic .,2,2
8,be,2.0,1.0,1.0,VB,cop,3.0,3.0,2.0,3.0,-1.75,4,The Senate about to assemble will also be Democratic .,2,2
9,Democratic,10.0,4.0,2.0,JJ,root,1.0,1.0,1.0,1.0,0.0,4,The Senate about to assemble will also be Democratic .,2,2
10,.,,,,.,,,,,,,4,The Senate about to assemble will also be Democratic .,2,2
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
2,offices,6.0,3.0,1.0,NNS,nsubjpass,3.0,3.0,3.0,3.0,-2.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
3,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
4,President,9.0,3.0,2.0,NNP,nmod:of,3.0,3.0,3.0,3.0,-2.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
5,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
6,Vice-President,12.0,4.0,2.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
7,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
8,been,3.0,1.0,1.0,VBN,auxpass,3.0,3.0,2.0,3.0,-1.75,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
9,put,3.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
10,into,4.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
11,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
12,hands,5.0,1.0,1.0,NNS,nmod:into,2.0,2.0,2.0,2.0,-1.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
13,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
14,Democrats,9.0,3.0,2.0,NNPS,nmod:of,1.0,1.0,1.0,1.0,0.0,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
15,.,,,,.,,,,,,,5,The offices of President and Vice-President have been put into the hands of Democrats .,5,4
1,What,3.0,1.0,1.0,WP,dobj,4.0,4.0,2.0,4.0,-2.5,6,What does the change mean ?,2,2
2,does,3.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,6,What does the change mean ?,2,2
3,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,6,What does the change mean ?,2,2
4,change,4.0,1.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,6,What does the change mean ?,2,2
5,mean,3.0,1.0,1.0,VB,root,1.0,1.0,1.0,1.0,0.0,6,What does the change mean ?,2,2
6,?,,,,.,,,,,,,6,What does the change mean ?,2,2
1,That,3.0,1.0,1.0,DT,nsubj,4.0,4.0,2.0,4.0,-2.5,7,That is the question that is uppermost in our minds to-day .,5,5
2,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,7,That is the question that is uppermost in our minds to-day .,5,5
3,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,7,That is the question that is uppermost in our minds to-day .,5,5
4,question,7.0,2.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,7,That is the question that is uppermost in our minds to-day .,5,5
5,that,3.0,1.0,1.0,WDT,ref,4.0,4.0,2.0,4.0,-2.5,7,That is the question that is uppermost in our minds to-day .,5,5
6,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,7,That is the question that is uppermost in our minds to-day .,5,5
7,uppermost,7.0,3.0,2.0,JJ,acl:relcl,2.0,2.0,2.0,2.0,-1.0,7,That is the question that is uppermost in our minds to-day .,5,5
8,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,7,That is the question that is uppermost in our minds to-day .,5,5
9,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,7,That is the question that is uppermost in our minds to-day .,5,5
10,minds,5.0,1.0,1.0,NNS,compound,1.0,1.0,1.0,1.0,0.0,7,That is the question that is uppermost in our minds to-day .,5,5
11,to-day,,,,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,7,That is the question that is uppermost in our minds to-day .,5,5
12,.,,,,.,,,,,,,7,That is the question that is uppermost in our minds to-day .,5,5
1,That,3.0,1.0,1.0,DT,nsubj,4.0,4.0,2.0,4.0,-2.5,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
2,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
3,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
4,question,7.0,2.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
5,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
6,am,2.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
7,going,4.0,2.0,1.0,VBG,acl:relcl,2.0,2.0,2.0,2.0,-1.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
8,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
9,try,3.0,1.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
10,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
11,answer,4.0,2.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
12,",",,,,",",,,,,,,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
13,in,2.0,1.0,0.0,IN,advcl,4.0,4.0,4.0,4.0,-3.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
14,order,4.0,2.0,1.0,NN,mwe,2.0,2.0,3.0,2.0,-1.25,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
15,",",,,,",",,,,,,,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
16,if,2.0,1.0,1.0,IN,mark,5.0,5.0,3.0,5.0,-3.5,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
17,I,1.0,1.0,1.0,PRP,nsubj,7.0,7.0,3.0,7.0,-5.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
18,may,2.0,1.0,1.0,MD,advcl,7.0,7.0,2.0,7.0,-4.75,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
19,",",,,,",",,,,,,,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
20,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
21,interpret,8.0,3.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
22,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
23,occasion,6.0,3.0,1.0,NN,dobj,1.0,1.0,1.0,1.0,0.0,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
24,.,,,,.,,,,,,,8,"That is the question I am going to try to answer , in order , if I may , to interpret the occasion .",8,8
1,It,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,4.0,4.0,-3.0,9,It means much more than the mere success of a party .,2,2
2,means,4.0,1.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,9,It means much more than the mere success of a party .,2,2
3,much,3.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,9,It means much more than the mere success of a party .,2,2
4,more,3.0,1.0,1.0,RBR,advmod,2.0,2.0,2.0,2.0,-1.0,9,It means much more than the mere success of a party .,2,2
5,than,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,9,It means much more than the mere success of a party .,2,2
6,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,9,It means much more than the mere success of a party .,2,2
7,mere,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,9,It means much more than the mere success of a party .,2,2
8,success,6.0,2.0,1.0,NN,nmod:than,2.0,2.0,2.0,2.0,-1.0,9,It means much more than the mere success of a party .,2,2
9,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,9,It means much more than the mere success of a party .,2,2
10,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,9,It means much more than the mere success of a party .,2,2
11,party,5.0,2.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,9,It means much more than the mere success of a party .,2,2
12,.,,,,.,,,,,,,9,It means much more than the mere success of a party .,2,2
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
2,success,6.0,2.0,1.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
3,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
4,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
5,party,5.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
6,means,4.0,1.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
7,little,5.0,2.0,1.0,JJ,xcomp,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
8,except,6.0,2.0,1.0,IN,mark,3.0,3.0,3.0,3.0,-2.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
9,when,3.0,1.0,1.0,WRB,advmod,4.0,4.0,2.0,4.0,-2.5,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
10,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
11,Nation,5.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
12,is,2.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
13,using,5.0,2.0,1.0,VBG,advcl,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
14,that,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
15,party,5.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
16,for,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
17,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
18,large,4.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
19,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
20,definite,7.0,3.0,1.0,JJ,conj:and,2.0,2.0,2.0,2.0,-1.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
21,purpose,5.0,2.0,1.0,NN,nmod:for,1.0,1.0,1.0,1.0,0.0,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
22,.,,,,.,,,,,,,10,The success of a party means little except when the Nation is using that party for a large and definite purpose .,6,5
1,No,2.0,1.0,1.0,DT,neg,4.0,4.0,4.0,4.0,-3.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
2,one,3.0,1.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
3,can,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
4,mistake,6.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
5,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
6,purpose,5.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
7,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
8,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,2.0,5.0,-3.25,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
9,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
10,Nation,5.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
11,now,2.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
12,seeks,4.0,1.0,1.0,VBZ,acl:relcl,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
13,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
14,use,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
15,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
16,Democratic,10.0,4.0,2.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
17,Party,5.0,2.0,1.0,NN,dobj,1.0,1.0,1.0,1.0,0.0,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
18,.,,,,.,,,,,,,11,No one can mistake the purpose for which the Nation now seeks to use the Democratic Party .,3,3
1,It,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,4.0,4.0,-3.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
2,seeks,4.0,1.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
3,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
4,use,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
5,it,2.0,1.0,1.0,PRP,dobj,4.0,4.0,4.0,4.0,-3.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
6,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
7,interpret,8.0,3.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
8,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
9,change,4.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
10,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
11,its,3.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
12,own,2.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
13,plans,5.0,1.0,1.0,NNS,nmod:in,3.0,3.0,3.0,3.0,-2.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
14,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
15,point,4.0,1.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
16,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
17,view,3.0,1.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
18,.,,,,.,,,,,,,12,It seeks to use it to interpret a change in its own plans and point of view .,2,2
1,Some,3.0,1.0,1.0,DT,det,5.0,5.0,5.0,5.0,-4.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
2,old,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
3,things,4.0,1.0,1.0,NNS,nmod:with,3.0,3.0,3.0,3.0,-2.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
4,with,3.0,1.0,1.0,IN,case,6.0,6.0,5.0,6.0,-4.75,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
5,which,3.0,1.0,1.0,WDT,ref,7.0,7.0,4.0,7.0,-5.25,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
6,we,2.0,1.0,1.0,PRP,nsubj,6.0,6.0,4.0,6.0,-4.5,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
7,had,3.0,1.0,1.0,VBD,aux,5.0,5.0,4.0,5.0,-3.75,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
8,grown,4.0,1.0,1.0,VBN,acl:relcl,4.0,4.0,4.0,4.0,-3.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
9,familiar,7.0,3.0,1.0,JJ,xcomp,3.0,3.0,3.0,3.0,-2.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
10,",",,,,",",,,,,,,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
11,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
12,which,3.0,1.0,1.0,WDT,nsubj,5.0,5.0,3.0,5.0,-3.5,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
13,had,3.0,1.0,1.0,VBD,aux,4.0,4.0,3.0,4.0,-2.75,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
14,begun,5.0,2.0,1.0,VBN,acl:relcl,3.0,3.0,3.0,3.0,-2.0,13,"Some old things with which we had grown familiar , and which had begun to creep into the very habit of our thought and of our lives , have altered their aspect as we have latterly looked critically upon them , with fresh , awakened eyes ;",16,12
