widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
29,",",,,,",",,,,,,,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
30,but,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
31,with,3.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
32,gratitude,8.0,3.0,2.0,NN,dep,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
33,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
34,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
35,Giver,4.0,2.0,1.0,NN,nmod:to,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
36,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
37,Good,3.0,1.0,1.0,NNP,nmod:of,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
38,who,2.0,1.0,1.0,WP,ref,5.0,5.0,3.0,5.0,-3.5,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
39,has,3.0,1.0,1.0,VBZ,aux,4.0,4.0,3.0,4.0,-2.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
40,blessed,5.0,1.0,1.0,VBN,acl:relcl,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
41,us,2.0,1.0,1.0,PRP,dobj,5.0,5.0,3.0,5.0,-3.5,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
42,with,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
43,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
44,conditions,9.0,3.0,1.0,NNS,nmod:with,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
45,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,3.0,5.0,-3.5,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
46,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
47,enabled,7.0,3.0,1.0,VBN,acl:relcl,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
48,us,2.0,1.0,1.0,PRP,dobj,5.0,5.0,3.0,5.0,-3.5,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
49,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
50,achieve,4.0,2.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
51,so,2.0,1.0,1.0,RB,advmod,5.0,5.0,5.0,5.0,-4.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
52,large,4.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
53,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
54,measure,4.0,2.0,1.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
55,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
56,well-being,,,,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
57,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
58,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
59,happiness,7.0,3.0,1.0,NN,dep,1.0,1.0,1.0,1.0,0.0,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
60,.,,,,.,,,,,,,2,"No people on earth have more cause to be thankful than ours , and this is said reverently , in no spirit of boastfulness in our own strength , but with gratitude to the Giver of Good who has blessed us with the conditions which have enabled us to achieve so large a measure of well-being and of happiness .",19,18
1,To,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
2,us,2.0,1.0,1.0,PRP,nmod:to,6.0,6.0,3.0,6.0,-4.25,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
3,as,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
4,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
5,people,5.0,2.0,1.0,NNS,nmod:as,2.0,2.0,2.0,2.0,-1.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
6,it,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,4.0,4.0,-3.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
7,has,3.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
8,been,3.0,1.0,1.0,VBN,auxpass,3.0,3.0,2.0,3.0,-1.75,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
9,granted,7.0,2.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
10,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
11,lay,2.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
12,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
13,foundations,9.0,3.0,1.0,NNS,dobj,3.0,3.0,3.0,3.0,-2.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
14,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
15,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
16,national,7.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
17,life,3.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
18,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
19,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
20,new,2.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
21,continent,9.0,3.0,1.0,NN,nmod:in,1.0,1.0,1.0,1.0,0.0,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
22,.,,,,.,,,,,,,3,To us as a people it has been granted to lay the foundations of our national life in a new continent .,6,6
1,We,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
2,are,2.0,1.0,1.0,VBP,cop,4.0,4.0,3.0,4.0,-2.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
3,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
4,heirs,3.0,1.0,1.0,NNS,root,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
5,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
6,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
7,ages,4.0,2.0,1.0,NNS,nmod:of,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
8,",",,,,",",,,,,,,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
9,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
10,yet,3.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
11,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
12,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
13,had,3.0,1.0,1.0,VBN,conj:and,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
14,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
15,pay,2.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
16,few,3.0,1.0,1.0,JJ,dobj,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
17,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
18,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
19,penalties,8.0,3.0,1.0,NNS,nmod:of,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
20,which,3.0,1.0,1.0,WDT,ref,4.0,4.0,2.0,4.0,-2.5,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
21,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
22,old,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
23,countries,7.0,2.0,1.0,NNS,nmod:in,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
24,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
25,exacted,8.0,3.0,1.0,VBN,acl:relcl,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
26,by,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
27,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
28,dead,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
29,hand,4.0,1.0,1.0,NN,nmod:by,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
30,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
31,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
32,bygone,5.0,2.0,2.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
33,civilization,11.0,5.0,2.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,4,"We are the heirs of the ages , and yet we have had to pay few of the penalties which in old countries are exacted by the dead hand of a bygone civilization .",11,11
